"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","sig"
1.00166523135962,12.0032790873016,8.38857930144527,7.58931014240113e-12,1.08220443736061e-09,16.7526905268414,"C9orf91","Up"
-1.31956614364039,12.1800876825397,-8.37971325443833,7.86409523162138e-12,1.11375917433419e-09,16.7179308126222,"HIVEP1","Down"
1.21586635526313,10.956340968254,8.35064770002704,8.83682210819221e-12,1.2430662126382e-09,16.6039572102817,"FLJ42280","Up"
0.656528707236808,12.923461515873,8.33784194481785,9.30282392974494e-12,1.29983551270711e-09,16.5537326111415,"SLC23A1","Up"
-2.05527461184214,10.7071406587302,-8.31479895884527,1.02042750534689e-11,1.40875002687629e-09,16.4633424844888,"SOCS1","Down"
2.14570227850874,11.3038662222222,8.31447265082959,1.02176499379567e-11,1.40875002687629e-09,16.4620623506523,"PEG10","Up"
0.727458292763126,13.0074174444444,8.31174546785989,1.03301224101133e-11,1.4148869635273e-09,16.4513632379761,"C18orf10","Up"
-1.8087289780702,9.68273462698413,-8.30733276433662,1.05147419692392e-11,1.43076086965746e-09,16.434051053963,"MAFF","Down"
-0.750055077850909,11.876974547619,-8.29546323375119,1.1027918613349e-11,1.49084569877476e-09,16.38748049949,"NEDD9","Down"
0.833393400219252,13.466493468254,8.27052477266413,1.21893759649777e-11,1.63722979493465e-09,16.289618185706,"PRKAB2","Up"
-1.63218804385968,10.0513373809524,-8.26732532881327,1.23469972628309e-11,1.64777010265947e-09,16.2770616130494,"PADI4","Down"
-0.826567445175474,13.2075604920635,-8.25628055116955,1.2906983172572e-11,1.71153173675017e-09,16.2337126481429,"SRF","Down"
1.73542794517539,13.7861083333333,8.24278485224465,1.36258992844316e-11,1.79542783039608e-09,16.1807390189528,"CEBPA","Up"
0.673042223684181,11.4353392063492,8.2326173385954,1.41939068801226e-11,1.85850910275014e-09,16.140825564258,"TRIM32","Up"
-1.18861808333337,13.8697903412698,-8.2130841229823,1.53525569251383e-11,1.99765551640284e-09,16.0641375629034,"JUN","Down"
