"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001822","kidney development","19/674","166/12380",0.114457831325301,2.10235601158343,3.43095823049933,0.00172216959019405,0.0430201373867286,0.0430201373867286,"VEGFA/KLF15/SOX9/CFLAR/SOX4/COL4A3/ZBTB16/AGT/ITGA8/FGFR2/TGFB2/LGR4/FGF10/BMPER/GDNF/COL4A4/ACTA2/LIF/MTSS1",19
"GO:0001501","skeletal system development","25/674","244/12380",0.102459016393443,1.88196234859172,3.33868652572005,0.0017504852384486,0.0435120616414366,0.0435120616414366,"LRRC17/SOX9/CHD7/TGFBR2/ZBTB16/HAPLN3/COL27A1/FGFR2/CHRDL2/TGFB2/GDF5/STC1/CCN3/COL28A1/SIGLEC15/TMEM119/COL11A1/PKDCC/PRKG2/FBN2/SFRP4/FRZB/COL1A1/TNFRSF11B/LEP",25
"GO:0001823","mesonephros development","9/674","52/12380",0.173076923076923,3.17906870577494,3.77828533420334,0.00178275585542234,0.0438818831534689,0.0438818831534689,"VEGFA/SOX9/ZBTB16/AGT/FGFR2/LGR4/FGF10/BMPER/GDNF",9
"GO:0030500","regulation of bone mineralization","9/674","52/12380",0.173076923076923,3.17906870577494,3.77828533420334,0.00178275585542234,0.0438818831534689,0.0438818831534689,"GPM6B/ENPP1/S1PR1/CCN1/TENT5A/TMEM119/PKDCC/FBN2/P2RX7",9
"GO:0099560","synaptic membrane adhesion","6/674","25/12380",0.24,4.40830860534125,4.09313444942742,0.0018507153831923,0.0451014109355737,0.0451014109355737,"CDH6/FLRT3/TENM4/CDH10/LRRC4/SPARCL1",6
"GO:0032535","regulation of cellular component size","25/674","245/12380",0.102040816326531,1.87428086961788,3.31651982169139,0.00185212993742665,0.0451014109355737,0.0451014109355737,"VEGFA/MYADM/ULK2/SSH2/LMOD1/KANK4/ARHGAP28/CDC42EP3/SEMA6D/AMOT/DNM1/KANK1/GPRC5B/DAAM2/KCNK6/CARMIL1/PRKCE/CXCL12/PLXNA4/FGF13/P2RX7/SPTBN4/PAK3/CRACD/SEMA3A",25
"GO:0051051","negative regulation of transport","27/674","272/12380",0.0992647058823529,1.82328940478268,3.29434623950621,0.00185911483840653,0.0451014109355737,0.0451014109355737,"NRG1/APOD/GPM6B/KCNE3/AGT/ENPP1/NEDD4L/IRS2/FOXO1/STC1/CCN3/ADRA2A/ABAT/SH3GL3/ADORA1/THBS1/PKDCC/INHBB/PRKCE/SFRP4/RAB11FIP1/MCTP1/HTR2A/LIF/LEP/EPHA5/IL12A",27
"GO:0002688","regulation of leukocyte chemotaxis","12/674","84/12380",0.142857142857143,2.62399321746503,3.58352465438583,0.00188895850664845,0.0456061465289382,0.0456061465289382,"DUSP1/VEGFA/TNFAIP6/NEDD9/IL34/MSTN/CCN3/THBS1/DAPK2/CXCL12/CCL7/IL12A",12
"GO:0035725","sodium ion transmembrane transport","14/674","107/12380",0.130841121495327,2.40328350758479,3.49808543879834,0.00194547073500704,0.046746882518312,0.046746882518312,"SLC6A6/GRIN2A/AGT/NEDD4L/SCN7A/SLC38A2/SCN1B/PRKCE/SLC6A9/FGF13/P2RX7/ASIC2/SLC24A3/SLC5A6",14
"GO:0042303","molting cycle","7/674","34/12380",0.205882352941176,3.78163728399372,3.89713356879518,0.00203592483505386,0.0482313460924027,0.0482313460924027,"PER1/SOX9/APCDD1/FGFR2/TGFB2/HPSE/FST",7
"GO:0042633","hair cycle","7/674","34/12380",0.205882352941176,3.78163728399372,3.89713356879518,0.00203592483505386,0.0482313460924027,0.0482313460924027,"PER1/SOX9/APCDD1/FGFR2/TGFB2/HPSE/FST",7
"GO:0045670","regulation of osteoclast differentiation","7/674","34/12380",0.205882352941176,3.78163728399372,3.89713356879518,0.00203592483505386,0.0482313460924027,0.0482313460924027,"TNFAIP6/LRRC17/NEDD9/UBASH3B/MAFB/CAMK4/FSTL3",7
"GO:0098771","inorganic ion homeostasis","27/674","274/12380",0.0985401459854015,1.80998072299595,3.25325495216821,0.00206554769602626,0.0484503645879099,0.0484503645879099,"FAM20A/MT1X/ATP2A2/HMOX1/KCNE3/CCL8/AGT/ENPP1/CORIN/STC1/SCARA5/CACNB2/TRPC6/SCN7A/ADORA1/MT1M/ADCY8/TRPV6/CXCL12/SFRP4/CCL7/SLC24A3/TRPA1/GLUL/MT2A/HTR2A/MT1E",27
"GO:0006563","L-serine metabolic process","4/674","11/12380",0.363636363636364,6.67925546263825,4.52156649561031,0.00211238212630602,0.0484503645879099,0.0484503645879099,"LOC102724560/PHGDH/CBS/PSAT1",4
"GO:0014046","dopamine secretion","4/674","11/12380",0.363636363636364,6.67925546263825,4.52156649561031,0.00211238212630602,0.0484503645879099,0.0484503645879099,"ABAT/CXCL12/GDNF/HTR2A",4
"GO:0042447","hormone catabolic process","4/674","11/12380",0.363636363636364,6.67925546263825,4.52156649561031,0.00211238212630602,0.0484503645879099,0.0484503645879099,"CPA4/CYP19A1/DIO2/HSD17B6",4
"GO:0044342","type B pancreatic cell proliferation","4/674","11/12380",0.363636363636364,6.67925546263825,4.52156649561031,0.00211238212630602,0.0484503645879099,0.0484503645879099,"NR4A3/NR4A1/CCN3/ERRFI1",4
"GO:0071294","cellular response to zinc ion","4/674","11/12380",0.363636363636364,6.67925546263825,4.52156649561031,0.00211238212630602,0.0484503645879099,0.0484503645879099,"MT1X/MT1M/MT2A/MT1E",4
"GO:0097501","stress response to metal ion","4/674","11/12380",0.363636363636364,6.67925546263825,4.52156649561031,0.00211238212630602,0.0484503645879099,0.0484503645879099,"MT1X/MT1M/MT2A/MT1E",4
"GO:0090596","sensory organ morphogenesis","14/674","108/12380",0.12962962962963,2.38103088251456,3.45880489267366,0.00212638875097179,0.0485509395357632,0.0485509395357632,"VEGFA/LCTL/SOX9/EPHB2/NKD1/CHD7/SAMD11/WNT2/SOX4/FZD5/FGFR2/TBX18/FBN2/ALDH1A3",14
"GO:0051251","positive regulation of lymphocyte activation","20/674","182/12380",0.10989010989011,2.01845632112694,3.32125527610354,0.00215736966417511,0.0490364293938181,0.0490364293938181,"INPP5D/EPHB2/SOX4/TGFBR2/SOCS1/ZBTB16/TNFSF13B/IRS2/TNFSF9/SMARCD2/ICOSLG/FGF10/MAP3K8/VCAM1/IGFBP2/DUSP10/IL4I1/FOXO3/LEP/IL12A",20
"GO:0006816","calcium ion transport","25/674","248/12380",0.100806451612903,1.85160811716282,3.25063271401098,0.00218792939533648,0.0495080346586002,0.0495080346586002,"CAMK2A/FAIM2/CACNA1G/GRIN2A/ATP2A2/CCL8/BDKRB1/TMEM37/UBASH3B/CATSPER2/STC1/ADRA2A/MCHR1/CACNB2/TRPC6/TRPV6/CXCL12/P2RX7/PKD1L2/SLC24A3/TRPA1/CLIC2/HTR2A/PLCG2/RAMP3",25
"GO:0090257","regulation of muscle system process","18/674","157/12380",0.114649681528662,2.10587990701015,3.34608799275416,0.00220939756987639,0.0497706256142691,0.0497706256142691,"LMCD1/NR4A3/ATP2A2/AGT/PKP2/FOXO1/STC1/MSTN/ADRA2A/ABAT/CACNB2/KCNB2/ADORA1/ERRFI1/FGF13/FOXO3/CLIC2/ADRA1B",18
"GO:0002043","blood vessel endothelial cell proliferation involved in sprouting angiogenesis","5/674","18/12380",0.277777777777778,5.10220903395978,4.17905550607878,0.00223015778936469,0.0497937000227178,0.0497937000227178,"VEGFA/HMOX1/THBS1/BMPER/IL12A",5
"GO:0014850","response to muscle activity","5/674","18/12380",0.277777777777778,5.10220903395978,4.17905550607878,0.00223015778936469,0.0497937000227178,0.0497937000227178,"SLC7A5/AGT/FNDC5/MSTN/SLC38A2",5
"GO:0001936","regulation of endothelial cell proliferation","13/674","97/12380",0.134020618556701,2.46168435865276,3.46781332232255,0.00224083432238831,0.049811673968156,0.049811673968156,"VEGFA/COL4A3/HMOX1/NR4A1/HMGB2/THBS1/VASH2/CXCL12/EGR3/ANG/LEP/RGCC/IL12A",13
