"","548nash1","548nash10","548nash100","548nash101","548nash102","548nash103","548nash104","548nash105","548nash106","548nash108","548nash109","548nash11","548nash110","548nash111","548nash1119","548nash112","548nash1120","548nash1121","548nash1122","548nash1123","548nash1124","548nash1125","548nash1126","548nash1127","548nash1128","548nash1129","548nash113","548nash1130","548nash1131","548nash1132","548nash1133","548nash1134","548nash1135","548nash1136","548nash1137","548nash1138","548nash1139","548nash114","548nash115","548nash116","548nash117","548nash12","548nash13","548nash14","548nash143","548nash144","548nash145","548nash146","548nash148","548nash149","548nash15","548nash150","548nash151","548nash153","548nash154","548nash155","548nash156","548nash157","548nash158","548nash159","548nash16","548nash160","548nash17","548nash19","548nash2","548nash21","548nash22","548nash23","548nash24","548nash25","548nash26","548nash27","548nash28","548nash29","548nash3","548nash30","548nash31","548nash32","548nash33","548nash34","548nash35","548nash36","548nash37","548nash38","548nash39","548nash40","548nash41","548nash44","548nash45","548nash46","548nash47","548nash48","548nash49","548nash5","548nash51","548nash52","548nash53","548nash54","548nash55","548nash56","548nash57","548nash58","548nash59","548nash6","548nash60","548nash61","548nash62","548nash63","548nash64","548nash65","548nash66","548nash67","548nash68","548nash69","548nash7","548nash70","548nash71","548nash72","548nash73","548nash75","548nash76","548nash77","548nash78","548nash79","548nash80","548nash81","548nash82","548nash83","548nash84","548nash85","548nash86","548nash87","548nash88","548nash89","548nash9","548nash90","548nash91","548nash92","548nash93","548nash95","548nash96","548nash98","548nash99"
"SPSB1",7.07228169065871,7.02375786073057,7.53332275593593,7.86167371868135,7.13657785597071,6.89024663572819,7.2036414987598,6.5625789279137,6.75543908034915,6.99741989906073,6.84163252038423,7.64058275353402,7.20199622431235,7.76509997753271,8.82221490514718,7.07264207406554,9.37839588863207,9.27867322394617,8.51441060586851,8.94410861907148,9.23891656587256,9.67445823776583,9.21206570945155,7.37726620841933,7.59789481120789,7.76610497446215,7.15381625638541,7.85843942339907,8.26320820269147,7.61625432869523,7.68086946342466,6.55033395318311,7.47327588599767,7.82714254286317,7.95224465296473,7.96029289078444,6.86981155355961,7.33754410625221,7.01596323638709,7.58202094064001,7.13923785498787,7.62635438383024,6.75812065027722,6.74942372807045,8.68303082178171,10.4524603693127,8.19441257215049,7.77788773995719,7.76470087951803,7.74264249837531,7.53556560613758,7.39665500337749,7.2751959506486,8.39914051573916,7.76913558819951,7.59777363192711,8.9479728574461,8.67078387030573,7.70064760567897,7.55408817746781,7.18099840820149,7.72326027926562,7.72347034630107,6.97910505661173,7.51952229261516,5.9358614463936,7.27753724522345,7.91492679065725,7.18025324668629,6.98150582772506,7.5808426866615,7.78286733201321,7.01502294610454,8.10460834437631,9.1439257398835,7.57128589015617,6.91674447663347,6.63403048088942,6.36416228874383,7.65127483193243,8.57264248349323,7.53241329661952,9.1471268041047,6.84157436561043,7.15593531404632,6.24135308874222,7.81070795746825,7.68554240476553,6.95969692905794,7.6623949975599,7.95377885217912,7.39454248580165,7.14745591761542,7.47304588346405,7.06996890437623,7.06326619589888,6.64871449102941,6.60280117248538,8.15617373733531,7.60416703700856,7.29052077971614,7.49076241701234,6.69385539685946,7.43962824811876,8.15129158418609,7.92547898548534,6.07884742255691,6.9604711213141,6.84471657397137,6.50805469959025,6.743401501397,7.43243793394105,7.79702283922302,7.54774520190748,7.15141335164693,6.67906557528418,6.5084038353186,7.42291391374305,7.34146755541974,6.88280892585421,6.90552349495933,7.23993747509266,7.55387651389118,6.70012081394717,7.92959017125277,7.1481490004944,6.85918816858785,8.01660170439862,7.14011645280635,7.79170988101816,7.95144081626609,8.03047361461955,6.36362245357564,7.01105780195265,7.73292323817549,7.83626451418136,6.77799540963431,7.4848050518822,6.69954980944029,7.38881347770267,7.90873021291069,7.10387659919508,7.71766223535687
"SRGN",9.24155879227264,9.53521968502625,9.00037624571989,9.75532959993898,10.2799013155995,7.92284620836357,8.11392820556573,8.82191756772326,8.58179983983265,7.4809073339285,8.16573054628483,8.34577567931019,10.2719285925825,9.44045436438025,11.3839944278802,8.47378861076018,10.2858141114486,11.7113242444327,10.3026329948963,12.3368384777633,10.287662270128,12.077811624625,9.79835531159958,9.10883086156128,8.88396447582243,10.4373495674593,8.95220662229171,9.24607354481027,9.38695881645758,8.41365823321019,9.99260468360491,8.81302079482491,10.4592783523876,10.2454820981337,8.9565217417533,8.74638029040571,8.98933519357666,7.72837151568388,9.93153929626969,7.59751056886786,8.83401817693817,9.10747272398432,7.9711847644511,8.13580018997121,10.7999521229495,10.0357491959604,8.25248986806652,7.86122955358076,9.29416450830479,9.7845307891031,8.40518813065077,9.75998327068883,9.46839244134237,9.55589423097955,9.57052823867921,8.48792341624741,9.40009035393893,7.5786809911209,9.06001490540246,8.50667894262335,9.12882234052015,7.61956895680675,9.41404809130166,8.15436494586285,8.97920533616521,9.72777353404919,7.62622069357221,8.99241407761956,8.08284701177484,8.83231553010604,8.25566236945834,9.36010812889851,9.25192711487795,8.56271041382738,12.1973724130481,8.48250718500472,8.26081505817997,8.43725272131702,8.36718424525783,8.82350014495384,9.24074903071,9.20559344569414,9.61687986402923,8.43268996335917,9.16505864722969,8.14078747802283,8.42877936302244,7.32415082631459,9.20005009993782,8.51902511741068,8.37810397302672,7.9367248309808,8.35874364204463,9.62983920576613,8.31970151294027,7.87189898054396,8.94552620788332,8.45013675059746,8.56921125233284,8.58211882091901,8.17455902748722,8.31628173143047,8.36024564745525,9.9200023591948,8.58696240451418,9.19028929486508,8.37808123778583,9.06640427353172,8.86421708412002,8.70711492859192,8.13702965635593,8.68234132950262,9.28041772827264,8.97342049446722,8.38521527536155,8.63941590912957,8.65328937991567,8.68987464861591,8.44627304632687,9.06299502347699,9.20487206302007,8.54732434298256,8.78577772126705,8.85724308818267,9.9785805623545,9.24012075438183,9.14540329387357,9.09650975621765,8.49963133696,9.18180020713543,8.77489587079306,8.21789997867241,7.61471860020954,9.64635933265984,9.2956231528168,8.44216934839751,7.9849474205843,9.51139588945076,10.462531345377,9.36004733736076,8.5579631585642,9.86629919024442,8.04999337276866
"ST14",6.96781807269795,7.51089559543107,5.8324823002959,7.13496167806814,6.93260214577137,5.85314953598778,6.32865665401478,6.36166285181725,6.75543908034915,5.91158742503637,5.95466747386557,6.56476123966503,6.34919877160438,6.53945224843334,7.51196670268856,6.76523666061137,9.19564962091967,8.15115985130014,7.10308435236234,8.28289141901185,7.15054340898642,7.05711980800042,7.70452474934775,7.19634761247902,6.69992755685996,6.86621796844076,6.12796482000789,6.96462223228892,7.80941931768039,6.70700814430363,6.92457136833494,5.97610263115818,7.13829376959753,7.5860658248355,7.3312565872209,7.55118716001826,6.97075364642301,6.54619054888809,6.20997981624686,7.3163735644187,6.732315055484,6.2806564309676,6.14738233008602,6.77659216507783,8.10901377547478,10.2599668971546,6.41953736592463,7.24231782435425,7.15746873895251,7.74264249837531,6.16151747893467,6.99085156542517,6.87376148150791,7.92356869841011,7.60334988305935,7.58425360736801,7.59330280679855,7.44997056647076,7.5196396513009,6.94046786787984,7.44990625612628,7.52677965446157,6.68026095203203,7.12572896658197,7.05847407240769,5.82200272647187,6.43901987633651,7.06508007267849,6.66337747109915,6.91263996592054,6.34934476073685,6.85943519302766,6.87284350854919,7.57424897706275,7.76557123380211,7.28030363073595,7.11653692057515,6.0891702062889,6.21254449999013,6.84505828091478,6.8771490482006,6.79018045817591,6.45806077701104,6.3654904266012,6.78878376918303,5.9287096379205,6.4980537069376,6.66691457005087,6.85656157625239,6.26602621846147,7.06998378276571,6.7349453731896,7.27372743902867,7.10541099728406,7.50052031854806,7.47471904699555,6.87443973646991,6.95373952921026,5.93534669151861,7.19887170165232,6.7334680650225,7.19124525157321,6.69385539685946,7.02531932654927,6.82883403340552,7.40704821020897,6.73453232951525,7.08204699770196,6.92249296080097,6.47317443521097,6.12077213804143,7.02083431562922,7.62193506989051,6.36886708035532,6.55063851545381,6.79932592135167,6.90257533653611,6.56185533991797,6.6107034936701,6.52259450479937,6.23062160601183,7.16355533369895,6.7284915689859,6.36330357660144,7.12522331687144,6.43279537740327,6.60070153177922,7.06617953533757,7.04200273683477,6.85655440848751,7.40518408387224,6.32495308343852,6.22720380369595,6.59348539191174,6.50162198364144,6.88730781559603,6.40381468556924,6.28823909405181,6.14741381594208,6.69864054435574,7.17873363678462,6.68624540572244,7.19335539671848
"STMN2",5.70281437422614,6.10722592282128,5.48751970742675,6.912208971235,5.44323147882505,6.26493992161092,5.66763453145458,6.05259177186125,5.38259191404201,4.87609970881503,5.67583386243835,5.57396918849692,5.62331154650296,5.62187851931339,8.74119146663511,5.67974272013247,8.62663318014885,9.50871609374126,6.57148578923046,8.83843559325846,5.78890775918963,5.13104652528579,5.65333477552297,6.7056415299512,6.63448373327173,6.02629547431976,5.5165825544122,6.19335668365183,8.69688261148337,6.35948709175952,6.11320905396394,5.63702892315287,6.54933017818456,6.96257389732779,8.55009769836518,7.06419994405844,6.82224937385507,5.34027210217088,5.879117960495,7.58202094064001,5.95749355727798,6.92955517718114,5.74787496352216,5.60155272996235,5.96278263838895,6.65501621658352,5.37694912771062,5.59693005383078,4.87609970881503,6.27838935826502,5.40448541597249,5.4099344692815,5.44490328694347,6.17190948176707,5.69286796847941,5.72992901434811,5.53280593989245,6.12035720311747,5.6897187693608,5.64043050877295,5.58240817177243,4.87609970881503,6.43757675479982,4.87609970881503,7.05847407240769,5.37092907421174,4.87609970881503,6.30952688435544,5.74697251426881,5.90432014573284,6.85243677626797,5.73191912136091,5.89491800391637,5.63557974660628,8.75383732369458,5.74118633075019,5.6182510402028,5.72574442622932,6.15680158168092,6.53935637988964,6.8771490482006,5.53542091995728,8.44784173456897,5.38294638818549,5.50555106964294,5.99356506925974,7.44062728179112,6.2598885111882,5.14317683778765,5.68574485498145,5.99127373420056,5.929944343725,4.87609970881503,5.14388539898352,6.442094655979,5.54030447375203,5.33168474439123,5.28430006116613,4.87609970881503,5.62571185703532,5.23520092589505,5.23353948525634,4.87609970881503,5.12388045740656,5.58219195759342,5.67392436065312,5.62568479303237,5.8716063960665,4.87609970881503,5.32865142507239,5.35901042841439,5.13345845202773,6.16202221335036,5.53146679758363,5.59989882360389,4.87609970881503,5.54145195258541,4.87609970881503,5.68083050840456,5.60898793074632,4.87609970881503,5.21863830038097,5.53121800812213,5.51427349359899,6.74519935480465,5.69911889414527,5.5476768937881,5.86462507668001,5.13963468468315,5.48207759372892,6.87165561511822,6.16000699692324,5.26350857261303,6.54275365281951,6.02855548165255,5.61812413440168,6.35075682047482,7.64333083853387,4.87609970881503,6.24540428289395,6.0126472641579,6.03947455556834,5.22559040971961
"SULT1C2",6.65406353391829,8.96418818295699,7.57544077921727,7.80292402975149,8.96530466453667,7.63302315236984,7.81066400548558,7.42162015261092,7.29319418101703,7.38593689074888,7.15597839065693,10.384007311895,7.02645356959245,7.42437684580198,10.5953316682635,7.07264207406554,11.4663659356886,7.19885473516739,8.61008056010595,13.2143831913369,6.28670568210209,6.15979798052927,8.76613135719628,6.90884341140655,11.8679191208131,8.80467952425608,9.60156090878463,9.86250072657192,8.8775801344069,7.58402795204125,9.88852636988936,9.36236079783202,9.54881502333154,9.00258726148831,10.6006755277381,10.9194505508286,10.3983405024604,7.28956321587603,7.1790321625644,7.43413509557757,10.4861716658613,7.00738881327377,7.05456455840624,7.09583932146798,7.18197874857418,14.522765944224,7.04486795400072,7.32444577407287,7.90763358927322,8.69994368258329,7.26400382554474,9.08247762427813,9.25248401582378,6.44817973995474,6.77936447384219,7.04004872254317,6.71946082042532,10.1028966803974,7.32893437562225,11.6156531797395,6.56631099226695,7.60150474500101,10.1173572874683,10.3406160560634,9.06981840226359,6.54034935252437,7.34885201296575,8.71317499491093,6.99041713788563,7.04689261632304,6.96300511059574,9.14471761256751,10.4178025114282,8.74970222607187,12.3966456629718,7.31135359382006,7.79975786408649,9.22707659995839,7.17508874234833,11.4269464346077,7.65789294223895,7.23931913439244,9.00971989929207,7.22297002140862,9.87945755467157,7.38237627004931,10.6693151077601,7.21649099546423,9.90710287716828,7.5621534427629,7.24497535870681,7.50889044885004,9.85643490420317,7.06009029947449,9.39527144248925,6.97851111060692,6.93741969786494,7.60831285812212,8.50008728147675,10.4851094373041,7.51533085011197,7.07440676886469,6.92459572651933,6.76821369709158,7.03440900480242,9.77897785286936,7.11904971409991,9.09142480267433,7.2341812759278,9.01779735264263,7.22176913134034,8.2488713883785,7.74501053904337,6.82879191546148,7.12835315828519,7.20078362228508,9.96272177208619,6.76658660623798,7.23379233908296,7.11321295185771,7.61538175821213,6.78049792008831,7.72923404157697,7.1724898610029,7.11735632331486,7.70916594038198,7.97997313669433,10.3650772852735,7.75414324760149,6.94345513690412,7.20336666872804,9.00873154564808,7.29044278485217,8.00003474686763,9.852205205194,10.0980185085396,7.35012406677747,7.58383350001333,6.89180081012558,7.17186653932683,10.7553291335107,7.61024092052735,7.0625985402891
"SUSD2",5.97381966057524,5.91197540900235,5.48751970742675,6.42711017047062,5.76449553858613,5.5734486278477,5.90365179076671,5.58734394668295,5.45996202016974,5.80609092345599,5.1816842670577,5.8195345205014,5.72074495305243,5.98844913204365,7.00664507369107,5.63946168303953,8.24449663253318,7.13311989474774,6.49535015951552,7.20982417862633,6.39346946458406,6.50126096304347,6.31573877716665,6.81616052830426,6.29964004371511,5.95832895907803,5.43189694966854,6.33727317747018,6.90232428703635,5.68717563584466,5.74490589794585,5.90329799234899,5.91622230485954,7.03576334751221,6.29826400417728,6.51858318930184,6.28141517408597,6.01915294936563,5.879117960495,6.46546509884026,5.60620889861341,5.95885898852044,5.74787496352216,5.55557352664836,6.79944210308996,9.66852496567288,5.8634542728731,6.27710074690512,6.88590494038267,6.86886530629099,5.46604137044817,6.09832771084342,6.65917560398965,6.82034855576034,6.6033186430761,6.83050321214605,6.87941011964207,6.843006517436,6.78632145075251,6.17153590689661,6.29505476482157,6.42204964587831,6.35781226053243,5.96145735995059,6.31303664502198,5.75871625361532,6.02217262181296,6.82238873719999,5.46803631270212,6.03538281830138,5.46403663937999,5.69314583487069,5.8314904318552,5.80112031838297,7.66040824491604,5.821034563505,5.8404970806931,5.68327349994813,5.72980735383188,6.0402661710423,6.72654821312324,6.07295893412323,6.24607262279263,5.79083749948284,5.64404768451068,5.7826401201895,6.28470464679898,5.6949738374535,6.06759691928029,5.72418601949835,6.18349004044702,5.32687545638011,5.79990950228283,5.86030448113301,6.2281009226293,6.03280416116285,5.94079480286033,6.00546181306294,5.55489686117674,6.22431958251047,6.20009537875669,5.95528545594113,5.81168474664198,5.90659034460966,6.20324534737983,6.34495894696072,5.97906817184651,5.90515809446636,5.57208906017688,5.51353405079987,5.93690955142065,6.39372252125847,6.62930885780471,5.88550436607895,5.7374559888006,5.96041448368099,5.43982852759578,5.88500768831362,5.82354453624107,6.26581650854437,4.87609970881503,5.88542071850387,6.29564530203703,5.80691459310403,6.47466952394197,6.04773583504788,5.9385938949875,6.52991505691852,6.10430030522212,5.91107963408183,6.33891043911752,6.11435532811911,5.59557598762991,5.78581783790355,5.94691251255033,5.75895633069017,5.78482135879861,5.87545472013064,5.21430092438141,5.45249514106059,5.95696579351423,5.43598021147828,5.47853021233463
"TELO2",7.02688437691035,6.65135217058155,7.18136970311578,6.29351672784084,6.63022934384106,6.09881089282498,6.21569337777184,6.17582971035167,6.80708183863653,6.81577332522053,6.3696066288909,6.61435298377348,6.52245747240117,6.36965976977678,6.7474739841434,6.66787414558819,6.91760181987425,6.63912642621596,7.00262406883549,6.73257801736209,6.6510880373709,6.88972788896387,6.8942545370352,6.71610520217068,7.09749917013039,7.03171262581888,6.52382258882003,6.95311695909738,7.44087178064484,6.88428039245869,6.76380019852139,6.07564109165886,7.69049678258451,7.70255695212955,7.07465996645905,7.59231503168346,6.68130060341349,6.89408325568167,7.13312925538717,7.59751056886786,5.98576255667108,6.57432461381217,7.04189219452556,6.91636102380817,7.58879482364713,8.02636186675484,8.04443583905013,8.39829476821127,8.43793517082168,7.93943973503294,6.65794467201278,7.23470662550054,7.83521704188046,8.31167647847423,8.55985909948596,8.62076481563787,8.31194115652991,8.20080740920502,8.20261628514574,8.03091795971261,6.68153076323368,8.38197223126171,7.56503615494611,7.1838876925697,7.08076564792711,6.79643142731924,6.86315895460617,7.37285322233301,6.76786053688088,6.98150582772506,5.95811768113535,6.55553518393166,6.03619911127249,7.52494225848389,6.3817375371923,7.05248400788541,7.35351947189462,6.5475628219064,6.31592991134086,6.7254601024161,6.98596145857121,7.51086395981821,6.54273423649276,6.62693655776188,6.73446514863259,5.82159311566992,6.25825483511805,6.2598885111882,6.46486980875945,6.20162615467757,7.16036496134525,6.2107468641697,6.49827541725652,6.74866027902725,6.8884732240521,6.61309303085293,6.50063611024836,6.16040670993548,6.36617706098267,6.04267579525223,6.46409670965322,6.2153897702975,6.35075451441261,7.07502212313629,6.58298331415704,6.38194613069859,6.12515096600145,5.99887643878289,6.13685307223873,5.69470807721029,5.97014419461224,6.31797328411809,6.38631602603162,6.2578997061359,6.45483227919765,6.13433439489162,5.43982852759578,6.04171744113515,6.12562752403248,6.12027727577967,5.39211024417456,6.89285729727469,6.5010025167962,5.51427349359899,5.79537676366026,6.06970995190562,6.07008931095862,6.74579570715431,6.20038723878928,6.61476045370888,5.93164332520665,7.35616858416331,6.34203357516751,6.2821303032311,6.96843951849267,7.12850187881636,6.07321697394439,7.19442452433462,6.04253078518679,6.69864054435574,7.08588939351267,6.33070138137989,6.7023454865599
"THBS1",10.5687866285189,10.3282687397363,10.3855159380346,11.1189583604564,10.8547046470749,11.0388646600869,10.1570297602314,10.8645661394944,10.4651460616891,10.4350410863686,10.5117242038736,10.4832235469343,10.7796320122055,11.1364166442882,14.1221710038828,10.4588007402732,13.8199399893744,14.4238310352193,13.6806405338147,14.9752863648753,13.3643271099692,13.0401094610282,12.9059197331313,10.9003799084638,11.0250199143601,10.5755143939195,10.2263531696323,10.7165158556092,12.2356920377689,10.8051823020132,9.63665889219008,9.67260287995906,10.7164378651128,11.0455417310743,11.9950718148599,11.4723031540661,10.5881501846334,9.71881525688984,10.115861332778,10.4887946474486,11.0899748815271,11.285323384725,9.80135504460633,10.0928958500839,10.8331404135002,14.3227293122635,10.3105855475545,10.3389732010303,10.7986313926502,11.0581285161986,9.74045846530773,10.4845741020748,10.614726394343,10.8569154585776,11.0407404547748,10.2736893881995,9.84557668069615,11.0753017477795,10.5948540319191,9.65709333306395,11.109431254864,10.9276517837173,10.4221544658245,10.7523867008681,11.3360571494858,9.98430722526934,10.0882074487051,12.0885062238443,11.0011683295593,10.6830962798321,9.93313332735026,10.8086717637672,11.2979580096917,10.9329542390953,15.1865093088124,10.306893361549,10.4716449163375,10.6374704128372,11.2019184741192,11.2538634001525,12.4090728916667,10.1116760153842,13.5015417446299,10.3930423464082,11.0165857981708,10.0865105951515,11.3652190069533,13.8405829632487,9.94603887390775,11.2495832901427,10.9735920297232,11.1121801825868,9.76235769124438,10.2476441459672,10.4305504320934,10.2333734218936,10.3225574568574,10.1751020597726,10.5406905516925,10.4703372214739,10.0905462657601,10.8335568354166,9.47917254068127,10.8852460257489,11.6099420282663,11.2377045359281,10.2117245079899,10.3323881987236,8.64387534818582,10.4025655541754,9.85098607317422,11.661151125869,10.986793498868,10.5890873329225,10.538066934692,10.3172858949799,9.91733071986402,9.42133729409566,10.5777944308621,11.118443631932,9.60794304733971,10.4779239759438,10.1054614998153,10.0075427144498,12.190348260855,10.7310162073732,10.5563192978931,10.6560400687109,10.4627006418536,10.3413785138084,11.1883729855188,10.8287025704289,9.73528664591391,11.0106849890606,10.5869120680067,11.0403231215483,10.3304940826326,9.61062719266727,10.474093095012,11.0489859541108,11.3058880640139,10.8042049254028,10.8085732052831
"THY1",7.49832437351048,7.26549643520898,6.29530978493576,8.65917711955143,6.09444595506875,6.2337600993911,6.30150129395853,6.66096252500402,5.9868387835754,6.3448290892792,6.71038542385629,6.61435298377348,6.2513671318179,7.66060597066005,9.05029741966175,7.00793428098675,8.36373192073258,10.0737429361364,7.53935559287851,9.85094749738951,6.91955377397817,7.23327551930487,7.6989123476017,7.88943067754803,7.09749917013039,8.12494589661754,5.77473771704099,7.2606629080174,8.79273491150698,7.22209860281922,6.92457136833494,6.01045091821165,7.93800855228833,7.94672753224226,7.83956116577811,7.20078713432734,7.08430270718367,6.24801488204452,6.66559123256295,7.11228852046026,6.53357280618052,6.6906034530964,6.06241836165111,6.58822402008471,8.61466963368041,10.2411223247287,7.00311405737607,6.94701906447011,7.4335344232903,8.31341835874861,6.16151747893467,7.92649556412724,7.44301704732438,7.49660754224812,7.81398218551365,7.10944526712483,8.35579942016867,7.67008937767597,7.30195914851135,7.05534303761618,7.9906273968207,7.52677965446157,6.97275865800096,6.51537583048707,7.63421199984657,6.54034935252437,5.81975243161524,7.21068930538602,6.090327820053,7.00805627353101,5.70200931596583,6.61954311020436,7.26928931442145,6.73982565327563,9.65743610876963,7.02737956339204,7.18864586511327,6.37379382092092,6.81012185041147,7.06709608038327,8.6491026074599,6.47869269512098,8.29771997106292,6.34075664586028,6.22164046401937,6.19127252560573,7.58779134568117,6.05766415581105,6.46486980875945,6.85611372771988,6.09204188821039,6.04164067817149,6.11449297960435,6.26587681112255,7.26356164811523,6.81529241738695,7.34597568084576,6.71356155806793,6.0906828402772,7.1737560372089,6.78602126158504,7.33261570311701,5.94052117083542,6.53706447234249,7.24271250527425,7.9087363771744,6.90702785496305,8.34977776003985,6.7900811582734,6.30150610896049,6.43279497719606,6.49861836084314,8.2571267445887,6.81675821776082,6.32819457975099,7.01011390855546,6.31651494439263,6.15515311965152,6.72671049053222,7.74287427048726,7.10066490954803,6.90356489678365,7.54693328263232,6.60872111836313,8.15451658530212,6.98150766605685,6.78321885902705,7.79818360854165,6.53389861248345,7.31488666316413,8.37243088203698,6.38087186425158,5.95017497963356,6.6657768241674,7.2648452511346,7.23429299308484,6.10799889927198,6.62173562630655,6.32976761545653,6.60554127815583,6.92696058936454,5.70956165796586,6.50459308273554
"TMEM125",5.51991225662662,7.51089559543107,5.31004402993832,7.33319268642795,5.44323147882505,5.19038669156225,5.98229419190774,7.71424688701212,5.87426593562781,5.68488039921836,5.55442030597306,5.25171239788733,5.44360718599587,5.67214073436709,5.56558898744643,5.78898076717644,8.80305194932284,6.19313073565513,5.58955147012247,6.11711041024401,5.36978320782556,5.23618290218639,5.65333477552297,7.27301862729682,7.9802315256574,5.71575806985514,6.05142471463516,5.64016630659258,7.36243036604054,5.94707157082095,5.52208554576151,5.58172316430925,5.52961599952029,5.48278613164354,5.62158636251661,5.94714854909949,5.57810365059794,5.34027210217088,5.72363813486076,5.787741917268,5.64949374792941,7.46003653137097,5.5554020259113,5.55557352664836,5.26823896414431,6.84343032323724,9.93341846608816,5.98374786377043,6.29971363270213,6.0279731276581,5.33432842740315,5.25464820740576,5.92395445433834,5.44889203797832,5.45744485449522,6.69120148844175,7.44337775805526,7.96399901413555,6.13895429258778,5.69188154229633,5.41227579675541,5.58216972462735,5.71616177712087,5.31591468166499,5.61648473492072,5.52834184081851,5.49146615397903,8.59378578158547,5.52364244857318,5.27176695273888,5.70200931596583,5.24538754722525,5.64698684524343,8.31450271170841,4.87609970881503,5.4923189879404,5.36498412656249,5.34614207321631,5.57646615223716,7.60372998911206,5.85673401740416,7.40554880926868,5.13537638719705,5.29064226859165,5.13476860942081,7.75454459580781,4.87609970881503,5.6949738374535,5.40799940374131,6.05937280219449,8.66534556561922,5.56102494556115,5.64869058161377,5.57864917838739,8.91348374294427,5.62738834637731,7.50741550619639,5.45148865610763,5.15534459259807,5.69547023851255,5.903882945731,5.31331771364794,5.81168474664198,5.36985717861854,5.53072779390037,6.0425680117451,5.49038990726828,5.47851613573482,5.61913996047544,5.56369520494525,5.60929079928497,5.75513822124086,5.92828505473495,5.48358431654353,5.85401921696793,5.54387730931912,7.4086266250534,5.72867032800578,5.44876890884431,5.79740361712678,4.87609970881503,5.80049115863195,5.88512976413062,5.65460774288366,5.26763688453654,5.59121607936449,5.96641273797196,7.36274469756508,5.65819238525932,5.523250641147,8.03626329267853,5.74726822233895,5.42235722501777,6.17952569557161,5.50366350585176,7.74602149260788,5.68037560144882,4.87609970881503,5.78911172667772,5.51947932052125,5.64910799166083,5.36172295976957,5.78778243459626
"TMEM150B",5.94424775687928,5.94249724178373,5.62220739374289,5.93658922976068,5.52959072068263,5.41834048663918,5.47761043767717,5.58734394668295,6.05492540988736,5.34709374761541,5.40343713159666,5.66527096817081,6.05469299812198,6.7391163358766,6.50702332298505,5.71791417043801,6.9738441373308,6.12386680281478,5.96652981083088,5.52888009962131,5.7567143101204,6.09053013861959,6.0087707188478,6.32517721603953,6.26925823317846,6.18725902659741,5.59074729753524,6.17110617882258,6.06446692361425,5.4841230215678,6.06115168156226,5.63702892315287,6.36842954524,6.41857080425818,6.05205603860969,5.77031830396002,6.20183523106043,5.41132002565015,6.18968218264504,6.12038857954244,5.8008604275456,5.70786056817705,5.60872933195787,5.86074367818292,6.72644834046102,7.55929965772404,6.34909640164705,6.07264769036955,6.43527603422824,6.56402511991986,5.85147075721227,5.98733168418523,6.62258137413628,6.465524217588,6.52167213533058,6.11308454619871,7.1210784146027,6.02317299041605,6.49880288851907,6.38092581285533,5.99202976306452,5.63750896734938,6.51214374407283,6.44904329561974,5.84784654107936,5.42866785662178,5.35419150652226,5.5638555875659,5.46803631270212,5.75018347325187,4.87609970881503,5.69314583487069,5.64698684524343,5.96968091943355,5.78846147556257,6.55736304207738,5.8404970806931,5.80425805131672,5.68224897452894,6.0402661710423,5.60194197622464,5.76816338727244,6.22459841329253,5.87494478710556,5.79441190431015,5.74170052307249,5.69396120632369,5.8011993725652,5.95363878376895,5.50648379391815,6.96165690222603,5.51105219041631,5.60544876916217,5.4715120147992,6.08764105870852,5.86943707959467,5.73917982381644,5.97125077395892,5.65756817093867,6.12745436643438,5.44172584282195,5.89929452298307,5.99856471882569,6.3054331413251,6.04899249179613,5.67392436065312,5.53879116164241,5.72207553837682,5.88419759120298,5.51353405079987,5.7485373251152,6.2981967146468,5.78436702968044,5.82645271847442,5.69443046332228,5.87466847710545,5.58651232363964,5.5755247285688,5.32084222388131,5.67726479185784,5.29816319618264,5.77012784779454,5.76255502820991,5.45944921860617,6.02381399195052,5.79326821567933,5.67577826371919,5.54623037034259,5.84520555805847,5.63263177074593,6.00447922485368,5.78173659474945,5.68957033107027,6.21484500154167,5.88812799069092,5.71491582670007,5.5582996958774,6.23862473937164,5.69536569313137,6.10335623528373,5.80040370695816,5.27322901921459,5.22559040971961
